SMILES,SENTENCE
CCOC(=O)CCCC(=O)OCC,10
CC1(COC(OC1)(C)C)c1ccccc1,86
CCC(C)(CCCC(C)C)OC(=O)C,53
CCOC(=O)[C@]1(C)CCC[C@]2([C@H]1CC=C1[C@@H]2CCC(=C1)C(C)C)C,74
CC(C)C1N=C(C)CS1,20
Cn1c(=[Se])sc2c1cccc2,43
COc1cc(C=O)ccc1O,101
CCCC(=O)OC(C)(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,89
CC(=O)CCC(=O)OCc1ccccc1,48
CC1COC(O1)(C)C,47
c1ccc(cc1)/C=C/C(=O)O,11
CC(C(/C=C/C1CC=C(C1(C)C)C)(C)C)O,108
CC(=O)OC1CC2CCC1(C)C2(C)C,23
CC(=CCCC(=C)[C@H]1CC=C(C)CC1)C,11
CC1NCCS1,35
C=CC(C)(CCC=C(C)C)O,76
c1ccc(cc1)/C=C/C(=O)OCCc1ccccc1,11
CC1C(=O)c2ccccc2C1(C)C,55
CCCCCCC(CCOC(=O)C)OC(=O)C.CCCCCCC(CCO)O,58
CCCC(=O)Oc1ccc(C)cc1,8
CC(=CCC/C(=C/C=O)/C)C,62
COc1cc(C)ccc1C(C)C,55
CC1(C)C/C=C\CC/C=C\CCC2C1(C)O2,96
CCCC(=O)OC/C(=C/CCC1(C)C2CC3C1(C)C3C2)/C,108
c1cc2c(cc1C=O)OCO2,26
CCC1OC(=O)C(=C1C)O,97
CC(C)[C@@H]1CC[C@H](C)CC1=O,69
Cc1ccccc1OC(=O)C,48
Cc1ccc(cc1)C(O)C,96
CC(C)C(=O)OC1CC2CC1C1CC=CC21,46
CCC1=C(C(=O)C(C)O1)O,17
CC/C=C/CCOC(=O)/C=C/C,54
CC(=O)OC[C@@]1(O[C@H]2O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]2OC(=O)C)OC(=O)C)OC(=O)C)O[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)COC(=O)C,74
c1ccc(cc1)/C=C/CO,57
CC(CC(=O)OCCCc1ccccc1)C,11
CCC[C@H]1CCO[C@H](S1)C,2
CC1(C)C2CCC(C2)C1=O,21
CC/C=C\CCC(=O)OCC,10
CC(Cc1ccc2c(c1)OCO2)C=O,104
CC(CCOC(=O)CC(C)C)C,12
CC1C(=O)C(=C(C)O1)OC,72
CCCCCCOCC#N,46
CCC(=O)OC1CC2(C)CCC1C2(C)C,21
COC(=O)Cc1ccc(cc1)C(C)(C)C,86
c1ccc(cc1)CCOC(=O)c1ccco1,56
OCc1ccc(cc1)C(C)C,96
c1ccc(cc1)CCC(=O)O,89
COC(=O)CCCCC(=O)OC,73
CC1CC=C(C)C2(C=CC(C)O2)C1C,14
COC(=O)CCC(=O)C,42
CCC1C(=C(C(=O)O1)O)C,97
C=C(C)c1ccc(C)cc1,80
CC(C/C=C(/C(=O)C)\C)CCC=C(C)C,47
CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,108
CC(C)C(=O)OC1CC2CCC1(C)C2(C)C,21
CC(CC(=O)OC/C=C/c1ccccc1)C,11
CC(C)(CCOC=O)S,2
O=C1CC=C(O1)C,96
CCCCCCC1OCC(O1)CO,70
CCCCC=CC1CCCC1O,58
CC(C)C1CCC2CC(=O)CC(C)C2(C)C1,8
CCCCCCCC(COC(=O)C)OC(=O)C,104
CC(C)(C)C(=O)OCc1ccccc1,10
O=N(=O)c1c(C)c(N(=O)=O)c(c(c1C(C)(C)C)N(=O)=O)C,43
CCOC(=O)CC1(C)OCC(C)O1,10
CCC1=C(C(=O)CC1)O,97
O=CCOc1ccc(cc1)C,57
COC(=O)c1ccccc1NC(=O)C,46
CC(=O)OC1(C)[C@@H](C)C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]1(C)O,95
C/C(=C(\C)/C(=O)C)/C(C)C(C)(C)C,86
CC1OCC2(CC3CCC2C3)CO1,54
CC1CCC(C(=O)C1)C(C)(C)S,13
OC(CC(C)C)CC(C)C,47
CC(C)C(=O)OC(C)C,100
O=C1CCCCCCCCCCCCCC1,71
CC(=O)C1=NCCS1,40
COc1cc(C)cc(c1O)OC,66
CC1=CCC23CC1C(C)(C)[C@@H]3CC[C@H]2C,23
CCC(=O)OC(CCC=C(C)C)(C=C)C,28
CCOC(=O)C1C(c2ccc(C)cc2)O1,89
Cc1ccc(cc1)C=O,26
CC1=CC(=O)C23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,23
C=C1CC[C@H]2C[C@H]1C2(C)C.Cc1ccc(cc1)C(C)C.O=CC1=CCC(=CC1)C(C)C.O=Cc1ccc(cc1)C(C)C,94
Cc1c(cc(c(c1N(=O)=O)OC)C(C)(C)C)N(=O)=O,72
O=CC=C(CCC=C(CCC=C(C)C)C)C,75
C[C@@H]1CC[C@@H]([C@@H](C1)OC(=O)C)C(C)C,48
O=C(C(=O)O)Cc1ccccc1,11
CCCCC(=O)OC/C=C(/CCC=C(C)C)\C,55
CC(=O)C1=CSCCN1,73
Cc1c(ccc(c1O)C(=O)OC)O,40
CC(CC(=O)O[C@@H]1CC2C([C@]1(C)CC2)(C)C)C,34
Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O,28
CCCCCCCCCCCCCCC=O,47
C=C(C)c1cc(ccn1)C(=O)C,55
CCOC(OCC)CCCCCC(C)C,54
C=C[C@]1(C)CC[C@@H](C(C)(C)O1)O,96
CCC(=O)C=CC(CC=C(C)C)(C)C,47
CCC(C)(CCCC(C)C=O)OC,47
O=C1CCC2C(C1)CCCC2,108
C/C=C\c1ccc(c(c1)OC)OC,30
CC/C=C\CCC1CCC(=O)O1,19
CC(CCOC(=O)C)S,48
O=CCC/C(=C/1\CCC(=CC1)C)/C,47
CC(C)SC(C)C,2
CCCCCC=CCCC(=O)O,48
c1cc(CO)oc1,95
CC(C)C1CCC(=CC1O)C,55
OCCOc1ccc(cc1)C,9
C=C(C)C1CC=C(C)CC1,86
CCC/C=C/CC1CCCC1O,58
CCCCCCCCCCCCCCCCCCOC(=O)C,75
C=CCCC(=O)OC,54
COc1ccc(cc1)/C=C/C(=O)O,11
C1CCCCCCCCC(=O)CCCCCCC1,71
CCOC(=O)CC(O)C,48
O=COC1CCC2C(C1)CCCC2,48
O1COC2C(C1)Cc1c2cccc1,8
CC(=CCC=C(C)C1CC=C(C)CC1)C,11
c1ccnc(c1)CS,88
CCCCCC(C(=O)C)O,22
CC(C(=O)OC(Cc1ccccc1)(C)C)C,47
c1ccc(cc1)CCCO,27
ON=C1C2(C)CCCC1(C)CC2,14
CC(=O)C,25
C/C=C(\C)/C(=O)O,84
CC(C(=O)O)CC,93
CCC=O,42
Cc1ccc(c(c1)C(=O)C)O,96
Cc1c(C)oc2c1cccc2,86
C/C=C/C(=O)C1CCC(C)(C)C=C1C,82
CC(C)C(=O)O,93
Cc1c(C)oc2ccccc12,25
CCOC1(OCC)CCCCC1,42
CC(C)C(=O)OCc1ccc2c(c1)OCO2,97
CC(CC(=O)C(C(C)C)Sc1ccoc1C)C,75
CC(=O)OCc1ccc(c(c1)OC)OC,89
CCCCC(C(=O)C)CO,48
OC(=O)CCc1ccccc1,86
C=CC(C)(CC=C(C)C)C(C)O,55
CCCCCCOC(OCCCCCC)C,10
CC1=C[C@@H](O)[C@@H]2C[C@H]1C2(C)C,47
CCC(CC)C(=O)N(C)c1cccc(C)c1,100
C=CC(C)CCC=C(C)C,55
CCOC1CC(C)CC(C1)(C)C,54
OCCCC(C)C,10
CCCC(CC(=O)OCC)OC(=O)C,48
CC(C)COc1ccc2ccccc2c1,13
CCCCCCOC(OC)C,47
c1cc(CSCc2ccco2)oc1,70
CCC(C1CCCC(C1)OC(=O)C)C,108
CC(=CC(O)C)C,47
CCC=CCCCCCCC=O,1
C1CC2C3CC(C2C1)C1(CCCO1)C3,52
C=CC(OC(=O)CC(C)C)(CCC=C(C)C)C,48
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3CC12CC[C@]3(C)C(=O)C,108
c1ccc(cc1)CC(OCc1ccccc1)OCc1ccccc1,11
CCCC(OC(=O)C)CC(=O)OCC,48
COC(=O)Cc1ccc(cc1)OC,56
COC(=O)c1ccccc1N(C)C,76
C=CC(OC(=O)C)(CCC=C(C)C)C,62
CC1=C(C=CC(C)OC(=O)C)C(C)(C)CCC1,13
OCC(OC(=O)C)COC(=O)C,75
CCC(=O)OC/C=C(/CCC=C(C)C)\C,89
Cc1nccnc1CCC,73
CC/C=C\C/C=C\CC1CCC(=O)O1,94
CCCCCC=CC(=O)OC,78
O=C1CCCCC(=O)OC2(CC1)CCCCC2=O,71
CCCC[C@@H](O)C,45
CCCCc1cscn1,102
COc1ccc(cc1)/C=C/C=O,96
C/C=C(/CC/C=C(/CCC=C(C)C)\C)\C,75
C1CCCCCCCC(=O)CCCCCC1,83
CC(CCCOC(=O)C)C,47
C=CC(=C)CC(=O)C=C(C)C,47
CC(C)[C@@H]1CC=C(C)[C@@H]2CCC(=C[C@@H]12)C,39
COc1ccc(cc1)CCC(=O)C,14
CC(C=O)c1ccccc1,57
O=Cc1ccc(c(c1)O)OC,101
CC(=O)OC(C(=O)C)C,19
CCOC(=O)/C=C\C(=O)OCC,10
CCCC(C(=O)OCC)C,100
O=C1CCCCCCCCCCC(=O)OCCC1,71
CC1=CC2C(=C(C)CO2)CC1,46
O=CC(Cc1ccccc1)(C)C,47
CCC(C)CCC(C)(CC)O,47
OCCC/C=C\CC,54
CC/C=C\C/C=C\CC=O,43
CCCCCCCCS,95
CC(=CCCC(=CC#N)C)C,62
Cc1ccc(c(C)c1)C(=O)C,46
O=CCC(C1CCC(=CC1)C)C,62
CC(c1cccc2c1nccc2)C,61
CCCCC/C=C/C(=O)C,48
O=C1CCCC1C1CCCC1,43
CC1=CCC[C@H](C)C21CC[C@H](C2)C(C)(C)O,79
c1cc(ccc1CCO)O,96
C=C1CCC(CC1)C(C)(C)OC(=O)c1ccccc1,86
COc1nccs1,40
C[C@@H]1CCC[C@@]2(C)CCCC[C@@]12O,40
O=C1C[C@@H](C)[C@]2(C(=C1)CC[C@H](C2)C(=C)C)C,52
O=CC1CC2C(C1)C1CC2CC1OC,47
CSC(=O)c1ccccc1,2
CCCC(CCOC(=O)C)SC,84
C=C(C)C1CC=C(CC1)CO,96
CC=CC(=O)O,88
CC(C)C1CCC(C)C2=CC(C(=CC12)C)O,108
CC/C=C\CCOC(=O)C(CC)CC,12
CC(CC(CC(=O)CC(C)C)C)C,55
CC1COC(O1)c1ccccc1,54
CCOc1cc(C=O)ccc1OC(=O)C,96
CCCC=CC(=O)OCC,64
C=CCc1cc2OCOc2c(c1OC)OC,55
CC[C@@H](c1ccccc1)O,46
C=C/C(=C/C/C=C(\C)/CCC=C(C)C)/C,62
CC1N=C(C)SC(C)S1,65
C=CC(C)(Cc1ccccc1)C#N,1
c1ccc2c(c1)C1CC1C(=O)O2,101
C/C=C(\C)/C(=O)OCC,100
CC1(C)C2CCC1(C)C(C2)OC(=O)Cc1ccccc1,86
CC(C)CC(=O)CC(C)C,54
O=CC(CCC1C(=CCCC1(C)C)C)C,108
C=CC1(C)CCC(CC1C(=C)C)C(C)(C)O,94
CCOCOCC,47
CC/C=C(\c1ccccc1)/C=O,47
COc1ccc2c(c1)cccc2,96
CC(=CCCC(OC(=O)C)C)C,47
CC(C)(Cc1ccccc1)OC=O,39
CCCCC1C(C)CC(=O)O1,101
CCCCCCC/C=C/COC(=O)C,105
Cc1cc2ccccc2[nH]1,8
COc1ccc(cc1)CC(C=Nc1ccccc1C(=O)OC)C,46
CC(C)CCCC(C)CC(OC)OC,89
c1ccc2c(c1)oc1c2cccc1,94
c1cc[nH]c1,96
CC(CC(c1ccccc1)(C)C)OC(=O)C,108
CCOc1nccs1,72
COC(=O)CC(=O)C,47
C=C(C)[C@@H]1CCC2(C)C(C1)O2,54
CSC#N,2
O=COC1CCCCC1,47
CCC(CCc1ccccc1)(O)C,96
C=CCCCCO,54
CCC(C)c1ccc2c(cccn2)c1,61
C=CC/C=C/CCC(=O)OC,78
C=CCOC(=O)CCCC1CCCCC1,100
Cc1c(cco1)SC(=O)C,88
CCCCCOC(=O)C(O)C,48
CCC(=O)OCC(C)(C)OC(C)C1CCCC(C)(C)C1,71
C[C@@H]1CCc2c(C)coc2C1,21
CCOC(C)OCC,42
CCC(C(=O)CCC)Cc1ccccc1,11
O=C1C[C@]2(C)CCCC([C@@]32[C@H]([C@@H]1C)C3)(C)C,108
c1cc(ccc1C(=O)O)O,80
N#CC1CC2CC(C1C=C2C)C(C)C,47
CC(CC(=O)OCCOc1ccccc1)C,96
CCC(=O)OC1CCCCCCCCCCC1,108
CCCCCCC(=O)OC1CCCCC1,48
CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,48
CCOC(=O)C1C(C)(c2ccccc2)O1,13
O=C1CCOC1C,22
CCOC(=O)C(=O)OCCC(C)CCC=C(C)C,63
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,63
OCCCC1CCCCC1,11
COC(=O)c1ccccc1/N=C/C=C(/CCC=C(C)C)\C,76
c1ccc(cc1)OCCOC=O,11
CCCOC(=O)CC(=O)OCCC,10
CC(=C)C1CCC2=CCCC(C2(C1)C)C,75
CC(C)CN,90
COc1ccc(cc1)O,9
c1ccc(cc1)CC=O,54
CCCCCCN=C=S,91
C\1=C\CCCCCCOC(=O)CCCCCCC1,96
CC1(C)CCCC2(C(C)(C)C3CCC12C3)O,71
O=CO[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,108
Cc1c(cc2c(c1N(=O)=O)C(C)(C)CC2(C)C)N(=O)=O,96
CC1CC(C)(C)OC(c2ccc(c(c2)OC)O)O1,101
S=C=NCCc1ccccc1,102
CCCCC/C(=C\c1ccccc1)/C(OC)OC,86
CSc1ccccc1O,65
CCCCCOC(=O)CC(C(=O)OCCCCC)O,47
CCCCCCC=CC,47
C=CC(C)(C)O,40
CC1=C(CC=O)C(C)(C)CCC1,21
CC/C=C\CCOC,96
CC(=O)OCC1CCC2C3CCC(C3)C12,108
CC(C)/C=C(\C=O)/CSC,95
N#CC1CCC2=C(C1)C(C)(C)CCC2,108
C=C1CC[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(=C)CC[C@@H]12,73
CC/C(=C\c1ccco1)/C=O,27
CC(C)CC=CC(=O)C,75
CCCCC1OC(=O)c2c1cccc2,94
CC1(C)CCC=C2CC(C)(CCC12)O,5
CCCCCC#CCC,37
CCCCCCCc1ccccn1,49
COC(=O)c1ccccc1N/C=C/1\CCC(=CC1C)C,76
CCC=C(C=O)c1ccccc1,106
CC1CC(CC(C)(C)C1)O,94
C/C=C/C=C/C(=O)OCC=C,100
COc1ccc(cc1C)C,80
CCC(C(=O)OCC=C)CC,100
C1CCC/C=C/CCOC(=O)CCCCCC1,71
CC(C)CCCOC(=O)CCC(C)C,48
CCCCCC(OC(=O)C)CCCOC(=O)C,75
OCc1cccc(c1)O,80
CC(=O)CC(=O)c1ccco1,18
C1CCC(=O)C(=O)C1,97
CC(C)Cc1ccc(cc1)CC(C)C=O,63
CCCCS,2
CC(C)CC=O,42
CCCCOc1ccc(C)cc1,108
CC(=CCCC(C)C=O)C,54
CC1OC(C)OC(C1)(C)c1ccccc1,72
CC(=CCCC(C)C1OCC(C)O1)C,54
C=C(C)C1C=CC(=CC1)C,88
C(CC(=O)O)CN,50
CC(C)CC(=O)OC1CCCCC1,10
O=COCCC(S)(C)C,95
CC1=CCC(CC1)C(S)(C)C,95
CC(CCCC(C)(C)O)CC(OC)OC,63
C=CCc1ccccc1O,66
CC(CCOC(=O)c1ccccc1)C,100
CC(C)c1ccc(cc1)CC(C)/C=N/c1ccccc1C(=O)OC,76
C=Cc1cncc(CC)n1,19
C=CC(C)(CCCC(C)C)O,108
COC(=O)c1ccccc1N=CCC(CCC=C(C)C)C,76
c1ccc(cc1)CO,96
CC(C)[C@]12CC[C@](C)([C@@H]2C1)O,108
CC(=CCOCCc1ccccc1)C,49
CCCCCCOC(CCCCC)OCCCCCC,53
COC(=O)C(CC(=O)OC)(CC(=O)OC)O,74
CC(=O)OC1C2(C)CCC(C1(C)C)C2,47
CC1COC(CCSC)O1,65
c1ccc(cc1)CCOC(=O)Cc1ccccc1,56
CC(CCc1ccccc1)CC#N,28
CCCCCC=CCC1CCCC1=O,58
COC(=O)c1ccccc1N=CC1CCC(=CC1)CCCC(O)(C)C,63
OCCCc1ccc(cc1)OC,27
CCc1ccccc1O,66
C#CC(CC/C=C(/CCC=C(C)C)\C)(O)C,75
CC(=O)OCCOC(=O)C,54
CC=CSC=CC,50
OCC/C=C\C/C=C\CC,75
Cc1ccc2c(c1)nccn2,73
CCCCCCCC(=O)Oc1ccc(C)cc1,8
C=C1CCC2CC1C2(C)C,84
CCCCCCCCCC=CC=O,54
C=CCOC(=O)CCCC(C)(C)CC,48
C1CCC(CC1)OC(=O)c1ccccc1O,46
CC(C)C(=O)/C=C/C1C(=CCCC1(C)C)C,103
CSC(CC(=O)C)(C)C,95
CCC(C)(C)C1CCCCC1OC(=O)C,11
O=CCC(CCCC(O)(C)C)C,47
C=CC(OC(=O)c1ccccc1)(CCC=C(C)C)C,86
CC(=O)OC1CC2CC1C1C2C=CC1,54
CC(CC(=O)OC(C)C)C,107
Cc1ccc(cc1)C(C)C=O,46
CCCC1CC=C(C=O)C(CCC)S1,54
O=CC(CC=C(C)C)(C)C,47
CC1CCC(C(C1)OC(=O)c1ccccc1N)C(C)C,76
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)OC=O,5
CCC(CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)(O)C,108
O=COCCC(C)C,39
CC(=O)c1ccc2c(c1)cccc2,83
CCOC(=O)c1ccc(cc1O)C,86
CCCCC/C=C/CCO,54
C[C@@H](OC(=O)C)CCc1ccccc1,86
C=C(C)[C@@H]1CC=C(C)C(=O)C1,96
CC(C)CCOC(=O)/C=C/c1ccccc1,11
CC[C@@H](C)C=O,18
C=C(C)OC(=O)C,42
CCOC(=O)/C=C/C(=O)OCC,10
OCCC(CCc1ccccc1)C,89
CC1C=CCCC1,28
C[C@@H](CCCC(C)(C)O)CC=O,46
CCCCC/C=C\CC=O,37
CCOc1cc(C=O)ccc1O,101
OC[C@@H]1CCC2C[C@@H]1C2(C)C,47
CC1CCC2C(C)(C)C3CC12CC1C3(C)O1,71
C=C1[C@H]2CC[C@H]3[C@]1(C)CCCC([C@@H]23)(C)C,75
CCOC(=O)CC(C)O,51
C=CC(C)(CCC=C(C)CCC=C(C)C)O,46
CCCCC=CC(C)O,54
Cc1ccc(C)s1,73
OCC(CCCc1ccccc1)C,47
CC1CCCC(=C1C)C,62
COCC=C(CCC=C(CCC=C(C)C)C)C,46
c1ccc2c(c1)cc(C=O)o2,3
Cc1cc(C)c(cc1C)O,80
CCCCOC(=O)CC(C)(O)C(\C)=C\C1C(C)=CCCC1(C)C,108
CC(/C=C/C(=O)CC(C)C)C,10
Cc1ccc(cc1)C1OCC(C)O1,46
c1cc(c(cc1C(=O)O)O)O,80
CCC(=O)OCC(C)OC(=O)CC,107
CCOC(=O)CC1C=CCC1,82
O=C(c1ccccc1)OCC=C(C)C,11
C/C=C/C(=O)OCCCc1ccccc1,11
COC(=O)C(=C)C,10
CC(C)Cc1cnc(C)c(C)n1,60
C=CCCCCCC=C,47
CCC(C=O)CC,47
CC(C)CC1CCCC(C)(C1)O,63
CC1CC=C(C(=O)C1C)C,69
CC(=CC=O)C,22
Cc1cccc(n1)C,85
CCCCCC(CC(=O)OCC)O,107
CC(C)c1cccc(c1)C(C)CC=O,63
CC(Cc1nccnc1C)C,102
C1SSCSSS1,70
CC(C)C(=O)OCCc1ccccc1,48
CC1(C)C2CCC1(C)C(C)(C2)O,40
CCCCCCCCCC(C)CC#N,76
O=C/C=C/c1ccco1,94
CC(=O)C1C2CCC(C1(C)C)C2,21
C1CCCCCC(=O)OCCOC(=O)CCCC1,96
COC(=O)COc1ccc(cc1)C,86
CCCc1nc(C)c(C)o1,88
CC(=CCCC1(C)C2CC3C1(C)C3C2)C,108
CC1=CCCC(C)(C)C1C(=O)OC,21
O=C(Cc1ccccc1)Oc1ccc(cc1)C,66
CCCN(CCC)CCC,90
CC(C)CC(C(=O)C)O,96
CC(=CCCC(=O)C)C,12
CC(=O)CCS,2
CC(C(O)(C)C)(O)C,42
Cc1cscn1,2
CCCSC,2
CC(=CCc1c(C)cco1)C,22
Cc1c(C)cccc1O,80
CC(=O)OC/C(=C\CC[C@]1(C)C2C[C@@H]3C1(C)C3C2)/C.CC(=O)OC/C(=C\CC[C@]1(C)[C@H]2CC[C@@H](C1=C)C2)/C,108
C/C=C(/C(=O)OC/C=C(/CCC=C(C)C)\C)\C,48
CC1CCc2c1nccn2,32
CCOCCC(OCC)OCC,47
CCCCC/C=C\CCC(OCC)OCC,76
CCOC(=O)CC(C(=O)OCC)(CC(=O)O)O,74
CCC1=C(C(=O)CC1C)O,97
CCOC(=O)CCC(=C)C,48
CC1=CCC(C=C1)C(C)C,47
CCCCCCCC(=O)OC(CCC=C(C)C)(C=C)C,75
CC(=CCCC(=CC(=O)C)C)C,46
C=CC(C/C=C/C(=C)C)(O)C,47
O=COC(C1CCC(=CC1)C)(C)C,46
CC1CC2=C(CC1(C)C(=O)C)C(C)(C)CCC2,23
C(CS)O,95
CCCCCCC1C(C=CC=O)O1,68
C/C=C\C(=O)C1C(=CCCC1(C)C)C,89
CCCCCC(=O)OCC(CC)C,43
CCc1ccccc1,25
CCCOC(=O)/C=C/C,48
CCCCCCC1(C)Oc2c(O1)cccc2,96
OC1CCCC(C1)C1C[C@H]2C[C@H]1C(C2(C)C)C,108
C=C/C(=C/CC(C)(C)/C(=N/O)/C(C)C)/C,14
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C,54
CSCCC(=O)O,96
CC(=O)OC1CC2CC1C1CC=CC21,46
CCCCC(CC)OC(=O)C,89
CC(=CCCC(=CCCC(=CCO)C)C)C,47
CC1CC(C(C)O1)S,2
OCC(Cc1ccccc1)(C)C,47
O=C(C(C)C)OC1CC2CC1C1C2CC=C1,108
COc1cccc(c1)/C=C/C(=O)O,11
C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)CC(=O)C)C(C)C,36
CCC(C)(CC)O,48
O=C1c2ccccc2CCc2c1cccc2,108
CC(C1=CCC(CC1)(C)O)C,86
O=COCCCc1ccccc1,96
CC1=C(CCO1)[S-].CC(=O)O,95
CCC(C(=O)OCCc1ccccc1)C,89
CCOCc1ccco1,96
CCOC(CC(C)CCCC(C)(C)O)OCC,42
CCCCCCCC=CC(=O)OC,70
C1CCCCCC2COCC2/C=C\CC1,40
CC(c1ccccc1)(O)C,96
CC(C)C1CCC(C)C23CC=C(C)C2C13,55
C=C/C=C/C=O,84
CCCCCCCC(=O)Oc1ccc(cc1)C,80
C[C@@H](Cc1ccc2c(c1)OCO2)C=O,54
O=C1CCCCCCCCCCC/C=C\CC1,8
CC(C12CCC(C2C1)(C)O)C,55
CCCCCC=CC=CCO,38
CC(=CCCC(C)CCCC(=O)C)C,89
C[C@]1(O)CCC2CC1C2(C)C,21
CC(CC(=O)OCCc1ccccc1)C,48
CC/C=C/CCOC(=O)CC(C)C,54
CCC12CC3C(C1C2C3)OC(C)C,21
CC1(C)CCC[C@]2([C@H]1CC[C@@]1([C@@H]2CCO1)C)C,5
CSCc1ccsc1,35
CC(C(=O)O)CCC,93
CCCCCCCCCCCCCCC,105
COC(=O)C(CC=C(C)C)(C=C)C,47
COC(=O)c1ccccc1C(=O)OC,96
COC(=O)CC(C)C,48
CCCCCCCCCCCCCCCCCCCC,43
CC/C(=C\CC1CC=C(C1(C)C)C)/CO,108
CC[C@H](C)C=O,47
CC(=CCCC(C)CC(C)(C)O)C,52
O=CCCCC/C=C\CC,37
CCCCC(CC)COC(=O)C(CC)CCCC,48
CCCCC[C@H]1CCC(=O)O1,31
CC1(C)C2CC[C@]1(C)C(=O)C2,21
CC1OC(=C(C1=O)O)C,13
CCO[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O.COc1cc(ccc1O)C=O,101
CCc1nccnc1C(=O)C,73
CCCCCC=CCC=CCC=CC=O,75
O=CC(C/C=C(/C(C)C)\C)C,54
CCC(c1ccccc1)(C)C,84
CC1CCC(C(C1)C)COC(=O)C,47
CC1CCC2C31CC1OC1(C(C3)C2(C)C)C,42
CCC(C(=O)OC(C)C)C,47
C/C=C/C(=O)[C@H](C)CC,73
CC(CCCC(CC(C)C)C)O,46
CC1=CCCC=C(C)CC=C(C(CC1)C(=O)C)C,108
CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S,45
CC(CCC(C(C)C)COC(=O)C)C,55
CCOC(=O)C(/C=C/C)C,13
CCOC(Oc1ccccc1)C,55
Oc1ccc2c(c1)oc(=O)cc2,48
CCCCCCCCCCCCCCCC(=O)C,75
C=C(C)C1CCC2(C)CCC=C(C)C2C1,5
Cc1ccnc2c1cccc2,86
CC1CCC2(O1)C(=CCCC2(C)C)C,86
CC(Cc1ccc(cc1)C(C)(C)C)C#N,47
CC(=O)OC(C1CCCCCCCCC1)(C1CCCCCCCCC1)C1CCCCCCCCC1,108
CC/C=C\CC(C=C)O,54
Cc1ccc(c(c1)C)C,21
CC(C)C(=O)OCC1=CCC2CC1C2(C)C,48
CC(C)(C=O)COCc1ccccc1,1
CC(C)C1CCC(C)CC1OC(=O)C(C)C,89
COC(C=Cc1ccccc1)OC,47
CCCC(=O)OCC(c1ccccc1)C,96
O=CO[C@@H]1CC2C(C1(C)CC2)(C)C,86
C1CCCCCC(CCCCC1)OC=O,47
CCOc1ccc2ccccc2c1,46
CC(c1ccccc1)(C)C,84
C=CCOc1ccccc1OC,92
C/C=C\1/CC2CC1C1CCCOC21,46
CCC(O)(C)C,42
CC(=CCCC1=CCC[C@@H](C1)COC(=O)C)C,47
CCOC(=O)CC(=O)OCc1ccccc1,107
CCCSS(=O)(=O)CCC,88
Cc1ccc(C(=O)C)s1,57
CC1=CC2C(CC1)C(C)CO2,55
O=Cc1ccc2c(c1)C(C)(C)CCC2,55
Cc1nc2c(o1)cccc2,86
OCC(COC1CC(C)CCC1C(C)C)O,74
Cc1cc2c(c(c1C=O)OC)C(C)(C)CCC2(C)C,96
Cc1ccc(s1)C,95
CSC([C@H]1CC[C@@H](CC1=O)C)(C)C,95
CCCCCCCC=CCO,105
CC[C@H](OC(=O)C)/C=C/C1=C(C)CCCC1(C)C,108
CCC(C)C(C)C=O,54
CNc1ccccc1C(=O)OC,96
C=C(C)C1CCC(C)CC1O,66
COC(c1ccc2c(c1)OCO2)OC,96
CC(C)CCOC(=O)CCC(=O)C,42
COc1c(oc2c(c1=O)ccc1c2cco1)c1ccc2c(c1)OCO2,89
CCC(C(=O)OC)SC,95
COc1cc(CC=C)cc(c1O)OC,94
CCC(=O)OC(C)(C)Cc1ccccc1,58
Cc1cccc(c1)C(=O)C,101
CCCCCC(=O)OCCC(C)CCC=C(C)C,89
CCOC(=O)CCCCCCC(=O)OCC,75
CC1(C)CCC(CO)C23C4CC(CC134)C2(C)C,39
CCCC(=O)OCC[C@H](CCC=C(C)C)C,89
COc1ccc(C=CC(=NCCc2ccc(c(c2)OC)OC)O)cc1OC,50
CC1(CCC2(C3C14CCC(C4)C3(C)C)OCCO2)C,108
C=C1[C@H]2CC[C@@H](C1(C)C)C2,21
