SMILES,SENTENCE
CCCCCCCC=CCO,"waxy,fresh,citrus,rose"
CC[C@H](OC(=O)C)/C=C/C1=C(C)CCCC1(C)C,"woody,berry"
CCC(C)C(C)C=O,"green,ethereal"
CNc1ccccc1C(=O)OC,"sweet,fruity,clean,fresh,floral"
C=C(C)C1CCC(C)CC1O,"medicinal,cooling,woody,green,mint"
COC(c1ccc2c(c1)OCO2)OC,"sweet,resinous,floral"
CC(C)CCOC(=O)CCC(=O)C,"ethereal,caramellic"
COc1c(oc2c(c1=O)ccc1c2cco1)c1ccc2c(c1)OCO2,rose
CCC(C(=O)OC)SC,"sulfuric,vegetable,fruity"
COc1cc(CC=C)cc(c1O)OC,spicy
CCC(=O)OC(C)(C)Cc1ccccc1,"jasmin,green,herbal"
Cc1cccc(c1)C(=O)C,"vanilla,almond"
CCCCCC(=O)OCCC(C)CCC=C(C)C,"rose,fruity"
CCOC(=O)CCCCCCC(=O)OCC,"oily,fruity"
CC1(C)CCC(CO)C23C4CC(CC134)C2(C)C,"dry,ambery,animalic,herbal"
CCCC(=O)OCC[C@H](CCC=C(C)C)C,"rose,fruity,fresh"
COc1ccc(C=CC(=NCCc2ccc(c(c2)OC)OC)O)cc1OC,"gourmand,meat"
CC1(CCC2(C3C14CCC(C4)C3(C)C)OCCO2)C,woody
C=C1[C@H]2CC[C@@H](C1(C)C)C2,"camphor,coniferous"
CCC1CCC2(CC1)CCC(=O)O2,"dairy,lactonic,fruity"
CCC(C(C)CO)S,alliaceous
CC(C)[C@@H]1CC[C@@](C)(C2CCC(=CC12)C)O,herbal
C[C@H](CCOC(=O)CC(C)C)CCCC(=C)C,"fresh,floral,fruity,musty,pungent"
COc1ccc(cc1)CO,"dry,woody,powdery,dairy,balsamic,vanilla,fruity,cherry"
CC1(C)C2CCC1(C)[C@H](C2)OC=O,"cooling,earthy,camphor,medicinal,woody"
CC(OC(=O)CC1=CCCCC1)C,"honey,earthy,camphor"
Cc1ccc(CCC=O)cc1,"powdery,almond,lily,floral"
CC1(C)CCCC2(C1CCC1(C2CCO1)C)C,"ambery,dry"
CC1C=C(C)CCC1C=O,"herbal,citrus"
CCC1(C(C)(C)C2CCC1(C)C2)O,earthy
CC/C=C\CCOC(=O)CCCCC,"fruity,sweet,waxy,green,fatty,tropicalfruit,wine,balsamic"
Cc1ccc2c(c1)C=CCC2(C)C,"woody,camphor"
CCC(C)CCCC(C)C=O,"dry,grass,waxy,rose"
COC(=O)c1ccccc1/N=C/c1ccccc1,"sweet,spicy,floral,almond,orange"
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,"camphor,medicinal,cooling,green"
CC(C=O)C1CCCCC1,"fresh,green"
C=CCCCCCCCCCOC(=O)CCC,"oily,fruity"
C=CCOC(=O)CC(C)CC(C)(C)C,"tropicalfruit,spicy"
CC(=O)OC1CC(CC(C)=C1)C(C)=C,"woody,balsamic,spicy"
CC(=CCCC(=CCOCC=O)C)C,"rose,clean,waxy,aldehydic,fresh"
C=CCCCOC(=O)C,"grass,plastic,vegetable,metallic,cooked,meat,sulfuric"
OCCOC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,mint
C=CCCC(=O)C1CCCC(C1)(C)C,"green,resinous,herbal,fruity"
CC1=CCCC(C)(C)C21CCC(C)O2,"green,herbal,watery,tobacco,leaf,metallic,woody,spicy"
CCCCC(=O)O[C@@H]1CC2C(C1(C)CC2)(C)C,"coniferous,camphor,fruity,butter"
CCCCCCCCOC(=O)c1ccccc1,"fruity,balsamic"
O=C1CCCCCCCCCC/C=C\CCC1,"musk,vegetable,ambrette,animalic"
CCCCCCCCCCC(OC)OC,"fresh,floral,citrus"
CCCCCCCC(=O)OCC(CC)C,"oily,fruity"
CC(=O)CCC1C(=CCCC1(C)C)C,"woody,fruity"
CCCCCCCCCCCC(=O)OCC(C)C,"oily,fruity"
CCCCC(COC(=O)c1ccccc1O)CC,"sweet,medicinal"
CC(C)c1ccc(cc1)O,"woody,spicy,medicinal"
CC1OC(CO1)CO,"fresh,ethereal,fruity"
CC/C=C\CCOC(=O)C(C)O,"vegetable,leaf,melon"
CC(=O)CCC1=C(C)C=CCC1(C)C,"woody,floral"
CC(CCOC=O)CC(C)(C)C,"woody,green,herbal"
C1CSCSC1,"alliaceous,roasted"
CC1=CCC2C(C1)C(CC=C2C)C(C)C,"oily,woody"
CCCCCC(=O)SC,"sulfuric,tropicalfruit"
C/C=C/C(=O)OCC,"alliaceous,chemical,caramellic,liquor"
COC(=O)/C(=C/C)/C,"ethereal,liquor,fruity"
C=CCCCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"waxy,rose,leaf"
CC(=O)OC(c1ccccc1)Cc1ccccc1,"resinous,musty,fruity"
CC(CCCC(=O)C)CCCC(C)C,"woody,fatty,fruity,floral"
O=C(c1ccccc1)OCc1ccccc1,"powdery,balsamic,berry"
CC(C(=O)OCCOc1ccccc1)C,"rose,apple,herbal,fruity"
CC(c1ccccc1)C(OC)OC,"hyacinth,leaf,mushroom,nut"
CC(C)CCCCCOC(=O)C,"sweet,ester,fruity"
COc1ccc(c(c1)C=O)OC,vanilla
CCC(c1nccnc1OC)C,"green,green,resinous"
OC1CC(C)C2C(C(=C1)C)CC(=C(C)C)C2,"balsamic,earthy,woody,ethereal,animalic"
CCCCCCOC(=O)/C=C/CCC,"fatty,fruity,green"
CCC(C)OCC,"berry,floral,woody"
C=CC(C)CCCC(C)C,"resinous,herbal"
O=C1[C@]2(C)CC[C@H](C1(C)C)C2,"fresh,camphor"
Cc1ccc(cc1)Oc1ccccc1,"whiteflower,rose"
CCOC(=O)CC(C)CCC=C(C)C,"citrus,dry,musty,dry,woody,rose,fennel"
OC1C[C@@H](C)[C@@]2(C(=C1)C)CCC(=C(C)C)C2,"woody,musty"
CC1=CC[C@H](CC=O)C1(C)C,"herbal,leaf,woody,ambery"
OC12CC3CC(C2)CC(C1)C3,"fresh,camphor,coniferous"
CC(C)CC(C)O,"pungent,alcoholic"
CC1=CCC(=CC1)C(C)C,"oily,terpenic,musty,lemon,tropicalfruit"
CCOC(C1CC2CC1C1C2CC=C1)OCC,"fruity,anisic,fennel,hyacinth"
CCCCC/C=C/C=C\C(=O)OCC,"vegetable,waxy,pear,tropicalfruit"
CSCc1cnccn1,"almond,caramellic,nut,earthy"
CCC(C)(C)[C@H]1CC[C@H](CC1)OCC,"fresh,green,floral,pepper"
SC/C=C(/CCC=C(C)C)\C,"sulfuric,floral,citrus,green,mint"
CC(C)C1CCC2CC(=O)CCC2C1,"floral,grapefruit,green,fruity,ethereal,woody"
CC1(O)CCC(CC1)C(O)(C)C,odorless
C=CC(c1ccccc1)CC=O,"fresh,herbal,roasted"
CCCC/C=C\CCCCO,"waxy,fatty,rose"
CC(C1OCCO1)Cc1ccc(cc1)C(C)C,"resinous,floral"
CC1=CCC(CC1)C(C)(C)OC=O,"floral,citrus,resinous,herbal"
COc1cc(ccc1O)CC=O,"floral,vanilla"
CC(C)c1ccc(cc1)CC=O,"earthy,aldehydic,resinous,spicy,green"
CC(=O)/C=C/C1C(=C)CCCC1(C)C,"woody,floral"
CC(CCOC(=O)C)C,"ester,pear,banana"
COC1CC2CC1C1CC(CC21)C=O,"fresh,watery,floral"
COC(=O)c1ccccc1N=CC1CCC(=CC1C)C,"green,floral,citrus"
c1cc(ccc1CO)O,"fruity,almond,sweet,coconut"
CC/C=C\CCOC(=O)c1ccc(cc1)OC,"anisic,green"
CCOc1cc(ccc1O)C1OC(C)CC(C)(C)O1,"vanilla,dairy,phenolic"
Cc1cccc2c1nccn2,"musty,nut,woody,coffee,earthy"
CC(CO)O,odorless
CC(=O)OCCCC1CCCCC1,"ethereal,floral,fruity"
CC1=CC(C(CC1)C(C)C)O,"fresh,mint"
CCC1NC(CC)SC(CC)S1,"alliaceous,roasted,cooked,vegetable,fatty"
CC/C=C\CCCC(=O)OCC,"green,plum"
CCC(C)COC(=O)C,"fruity,sweet,banana,ripe,ester,tropicalfruit"
CCCCCC=CC(=O)OCC,"fruity,sweet,green,tropicalfruit,pear,body,waxy"
CC(=C)[C@@H]1CC[C@H](C(=O)C1)C,herbal
CCCCCC(=O)OC(CCC=C(C)C)(C=C)C,"sweet,floral,fresh,pear"
CC(=CCCC(C)CCOC(=O)C(C)C)C,"geranium,tropicalfruit"
CC1CC2C3CCC(C3)C2CC1=O,"herbal,cedar,berry,alcoholic,resinous,clove"
C=CC(=CCC1C(C)(C)O1)C,"sweet,metallic,fresh,herbal,floral,resinous,smoky,pear"
CC(=O)OCc1ccc(cc1)OC,"vanilla,dairy,powdery,cherry"
O=CCC(CCc1ccccc1)C,"lily,aldehydic"
CC(C)CC(=O)C(=O)C,"caramellic,sharp,fruity,butter"
CCCCC1CCCCC(=O)O1,"resinous,fruity,butter"
CCCC/C=C/C(O)C,"ethereal,fruity"
CC(C(=O)OCc1ccccc1)C,"tropicalfruit,resinous"
OCc1ccccc1C,"sweet,ethereal,floral"
C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,"mint,musty"
COC(=O)c1ccoc1,"berry,wine"
CCOC(=O)C1CCC(CC1)C(=O)OCC,"berry,apple,ethereal"
CCCCCC1(C)CCC(C1=O)(C)C,"fresh,floral,fruity,herbal,woody"
OC(=O)C(=O)C,"sour,burnt"
C1CCC(C1)C1CCCC1=O,"fruity,green,mint,aldehydic,woody"
CC(C)(CCC(C)(C)O)O,camphor
CC(=C)CCC=C(C)C,"pungent,chemical,terpenic"
CCC(CCOC(=O)/C(=C\C)/C)C,"fruity,herbal,animalic,apple,herbal"
C1CCC(CC1)S,sulfuric
CC(=O)CCC(=O)C,"fresh,herbal,burnt,sweet"
CC1(C)[C@H]2CC[C@@]1(C)[C@@H](C2)O,"balsamic,camphor,woody"
CC([C@H]1CC[C@@H](C(=O)C1)C)C,mint
CCC(=O)C(CC=C(C)C)C,"herbal,floral,woody"
CC1=CC(C)OC(C1)c1ccccc1,"green,green,fruity,herbal"
C[C@H]1CC[C@H](C(=O)C1)C(C)C,cooling
C=CCCCCCCCCOC(=O)/C(=C/C)/C,"herbal,rose,fruity"
CCCCCCC1C(C)CC(=O)O1,"fruity,green,lactonic,butter,floral,tropicalfruit"
CC(=O)/C=C/C1C(=CCCC1(C)C)C,"violetflower,cedar"
CCOC(=O)C/C(=C/C(=O)[O-])/C(=O)[O-],"sweet,wine"
CC=C(C)C(=O)OCc1ccccc1,"mushroom,green"
Oc1ccc(c(c1)C(C)(C)C)O,"resinous,leather,musk,earthy"
CCCCC(C)OC(=O)C,"pear,sour"
CC(C)c1ccc(cc1)CO,"resinous,spicy,musk,herbal,leather"
CC(C)CC(=O)OCC=Cc1ccccc1,"sour,fermented,wine,woody"
C[C@H]1CC[C@@H]([C@H](C1)O)C(=C)C,"herbal,dry"
Cc1ccc(C(=O)C)[nH]1,"earthy,roasted"
Oc1cccc(c1)C(C)(C)C,"phenolic,terpenic,leather"
CCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"geranium,fruity,waxy"
CC(C)C12CCC(=C)C2C1,"woody,camphor,citrus,green,oily"
CCCCCOC(=O)/C=C/C,apple
Cc1cncc(C(=O)C)n1,"cacao,coffee,caramellic"
CC(C)c1ccc(CCC=O)cc1,"melon,lily"
CC12C3C1CC(C2(C)C)C3,"fresh,camphor"
O=C/C(=C/CC1C(=CCCC1(C)C)C)/C,"fresh,lily,woody"
COc1cc(N(C)C)c(cc1N)OC,"balsamic,spicy"
CCC(C)C1CCCCC1(C=C)OC(=O)C,"dry,ambery,ambrette"
CC(=O)CC[C@@H](C(C)C)/C=C/C(=C)C,"resinous,fruity,burnt,green,grass"
CCCCCC(=Cc1ccccc1)COC(=O)C,"balsamic,jasmin"
CCCCCC1CC1C(=O)O,"herbal,sour,musk,earthy,powdery,spicy"
CCC(=O)C(C)CC=C(C)C,grapefruit
CC1(C)CCC(=O)C2C(C)(C)C3CCC12C3,"dry,musk,earthy,cedar,earthy,tobacco,rancid"
CC(COC(=O)/C=C/c1ccccc1)C,"sweet,balsamic"
OCCCCCCCCCCC(C)C,oily
c1ccc(cc1)C(=O)c1ccccc1,"balsamic,geranium,metallic,powdery"
C=C/C(=C/C/C=C(\C)/CC/C=C(\C)/C=O)/C,orange
O=CC1CCC2C1C1CCC2C1,"green,floral"
SCc1ccccc1,"sulfuric,burnt,coffee,rose"
CCCCCC1OCCC(CCC)S1,"fruity,alliaceous"
CCCCCC(=O)OC1CC(C)CCC1C(C)C,"fresh,mint,fruity"
CC(=O)COC(=O)C,"fruity,nut"
OC/C=C/CCCC=C,"ethereal,fruity"
C=C1[C@H]2CC[C@H]3[C@]1(C)CCCC([C@H]23)(C)C.FB(F)F.OC=O,"woody,earthy"
CC(C)C=CC(=O)C,"sweet,berry,cheese"
Cc1ccc(cc1)OCC(=O)OC,"fruity,fatty"
Cc1ccccn1,body
CCC=CC=CC(=O)C,"fruity,fatty,mushroom"
OCC(O)C.CCCCCCCCCCCCCCCCCC(=O)O,odorless
Oc1ccccc1C(C)(C)C,"medicinal,phenolic,leather"
CCC12CCC(C1)C(C2)C1(O)CCCCC1,"floral,green,woody"
CCCCC(COC(=O)C(C)C)CC,"fruity,herbal,floral"
CCCCCCCCCCC,"pungent,terpenic,oily"
CSCCCCN=C=S,"vegetable,spicy"
O=CCCc1ccccc1,"green,floral,balsamic,oily,earthy"
CCCCCCCCCCC=CC=O,"aldehydic,citrus,dairy,powdery"
CC(CO)c1ccccc1,"green,spicy,hyacinth,balsamic,floral"
CC(C(=O)OC1CCCC=CCC1)C,apple
CCCOC(=O)C(O)C,"fruity,burnt,caramellic"
CC(C1CCCC(C)(C)C1)OC(=O)C,"geranium,musk,fruity"
CCCCCCC(CO)C(=O)C,"fresh,sweet,grass"
CC(CC/C=C/C(=O)C)C,"fruity,fresh,mushroom"
CCCCCC=CCO,vegetable
CC(C)COC(=O)c1ccccc1,"cherry,chemical,sweet,balsamic"
O=COC(Cc1ccccc1)(C)C,"fresh,resinous,fruity,floral"
c1ccc(cc1)OCC(=O)O,"sour,sweet"
CC(C)C1=CCC(=CC1)CCOC=O,"sweet,floral,fruity,mint"
CC(CCC1CC=C(C)C1(C)C)CO,"herbal,woody,waxy,nut"
CC(=O)OCC=C(C)C,"apple,pear,banana,woody,balsamic"
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,cooling
CC(C)OC(=O)Cc1ccccc1,"honey,rose"
COC(=O)C1OC1(C)/C=C/C1C(=CCCC1(C)C)C,"woody,berry,plum,resinous"
CCCCCCCCCCCC(=O)OC(C)C,oily
CC1CCC2(O1)C(=CC(=O)CC2(C)C)C,"sweet,balsamic,plum,tobacco,leaf,cacao"
COC(=O)c1ccccc1NC,"orange,resinous,musty"
CCCCCCC(C=O)C,"fresh,herbal,aldehydic,fruity,floral"
CSCCC(=O)C,"sulfuric,vegetable,burnt,blackcurrant"
CC(=C1CCC2(C)C(C1=O)O2)C,mint
CC(=O)OCC1C(C(C(C(OC(=O)C)O1)OC(=O)C)OC(=O)C)OC(=O)C,odorless
O=COCCc1ccccc1,"green,herbal,rose"
CCCCCC(OC(=O)CCC)C=C,"resinous,mushroom,butter"
C[C@@H]1[C@H]2C[C@H](CC1=O)C2(C)C,"camphor,resinous"
CCOC/C=C(/CCC=C(C)C)\C,"fresh,rose"
C/C=C/c1ccc(c(c1)OC)OCC,"clove,spicy,floral"
O=C(Oc1ccccc1C)Cc1ccccc1,"balsamic,phenolic"
C=C(C(C)C(C)O)C(C)C(C)(C)C,"clean,dry,ambery,ethereal"
CCCCC(C(=O)OCC(CC)C)CC,"fruity,ester"
CCCC(=O)OCCC(C)CCCC(=C)C,"berry,geranium,tropicalfruit"
CCCCCC(CC)OC(=O)C,"green,waxy,aldehydic,fatty,citrus,mint,anisic"
CC1CCC2(CC1)CCC(=O)O2,"fruity,coconut,tropicalfruit,dairy,vanilla,plum"
CC(=C1CC[C@@H](C)CC1=O)C,"mint,sulfuric,sweet,metallic,woody"
CCC(C)COC(=O)C=C(C)C,"blackcurrant,ethereal,tobacco,metallic"
COc1ccccc1C(=O)OCCC(C)C,"sweet,medicinal,balsamic"
CC(=CCCC1=CCC(C)(CC1)C=O)C,"aldehydic,clean,herbal,fresh"
CCCC(C(=O)OCC)C(=O)C,"fruity,burnt,caramellic"
c1ccc(cc1)C(=O)O,balsamic
C=CC1(C)CCC(=O)O1,"fruity,mint"
CCCCC(COC(=O)C)CC,"fruity,fatty"
CC(C)CCOC(=O)CCCc1ccco1,"caramellic,fruity"
CC1(C)CCCC(C)(C1=O)O,"sweet,tobacco,herbal"
CC1=CCCC(C)(C)C1CCC(=O)C,"powdery,violetflower,berry"
CCCOC(=O)C(C)O,"wine,sour,dairy"
CCOC/C=C(/C)\CCC=C(C)C,"clean,rose"
Cc1cncc(C)n1,"cacao,nut,meat,coffee"
CCC=CCCC1CCC(=O)O1,"butter,nut"
CC1=CC[C@@H](CC1)C(C)(C)O,floral
O=C1CCCC=C1O,"fresh,phenolic,burnt,woody"
C1CCC(CC1)Cc1cnccn1,"green,musty,nut"
CCOC(=O)C(C)O,"caramellic,fruity,sour,ethereal"
c1cc(cc(c1)O)O,"dairy,vanilla"
C=CCCC(=O)C1=CCCC(C)(C)C1,"whiteflower,green,resinous,grass,tropicalfruit"
CCO,"alcoholic,ethereal,chemical"
CCCCC=CC=CC=O,"fatty,green,cucumber"
C=C(C)c1cnccn1,"caramellic,cacao,nut"
C/C=C(/C(=O)OCCC(C)C)\C,"sweet,herbal,wine"
Cc1ccc(C(=O)C)o1,"musty,nut,grass,coconut,vanilla"
COc1cccc(c1)O,phenolic
CC([C@@H]1CC[C@@]2([C@H]1[C@H]1C(=C)CC[C@@H]21)C)C,"balsamic,woody,mint"
CCCCC(CC)CCC(=O)O,"animalic,meat,fatty"
CC(C#N)C,"fresh,ethereal,aldehydic,fruity"
CCC(=O)/C(=C/C1C(C)CC=CC1(C)C)/C,"powdery,violetflower,rancid"
CC(=O)CCSC,"sulfuric,vegetable,earthy,metallic,fatty"
C=CC(C)(CC=CC(=C)C)O,fermented
OCCCCCCCC(C)C,"rose,fatty,alcoholic"
CC(C)CCCCCCC=O,"citrus,floral,green,dairy"
CC(C)CC(=O)C,"sharp,chemical,green,herbal,fruity,dairy"
CC(C)C1CCC(=C(C1=O)O)C,"mint,woody,leaf,blackcurrant,berry"
Cc1ccc(cc1)C(=O)OC,"sweet,anisic,woody,balsamic"
O=CCCCCC=CC,"herbal,green,fruity,dairy"
c1ccc2c(c1)COC2=O,"fruity,green,grass,vanilla,powdery,coconut,phenolic"
C=CC=CC=O,fruity
O=C1C[C@H]2[C@@](O1)(C)CC[C@@H]1[C@]2(C)CCCC1(C)C,"balsamic,ambery"
CC1COCc2c1cc1c(c2)C(C)(C)CCC1(C)C,musk
C/C=C(/C(=O)OC(C)C)\C,"sweet,mint,fruity"
CC(CC#N)CCC=C(C)C,"lemon,green,herbal"
C=CC1(C)CCC(O1)C(O)(C)C,"musty,herbal,floral,citrus"
CCCC(CC(CO)C)C,"fresh,herbal,oily,rose"
O=Cc1c(C)cc(cc1C)C,"sweet,herbal,spicy"
O=CCOc1ccccc1,"leaf,resinous,hyacinth"
CCCC(=O)OC(C)c1ccccc1,"fruity,sweet,berry,cooling,tropicalfruit,ripe,floral"
CCCCC/C(=C\c1ccccc1)/C=Nc1ccccc1C(=O)OC,"resinous,jasmin,orange"
CCCC(CCOC(=O)CCC)S,"sulfuric,tropicalfruit,overripe"
CC1CCC(=O)OC1C,"mint,fruity"
C/C=C(\C(=O)OCC(C)C)/C,"herbal,apple,herbal,cooling,woody,fruity,sweet,oily,musk,pepper"
CC(OC)OC,"sharp,sweet,alcoholic,ethereal,grass"
Cc1ccc(C)c(c1)O,"sweet,chemical,phenolic,smoky,meat"
CC(C)C1CCC(C)CC1OC(=O)c1ccccc1N,"grape,mint"
CCOC(=O)c1ccccc1C(=O)OCC,odorless
COc1cc(C=C)ccc1O,"phenolic,spicy"
C=C(C)C1CCC(C)CC1OC=O,"mint,leaf,whiteflower"
CCCCCSC1CCCCC1,"sulfuric,resinous,burnt"
C/C(=C\COC(=O)c1ccccc1)/CCC=C(C)C,"rose,ambery"
O=COC1C=CC2C1C1CCC2C1,"green,fruity,woody,anisic"
CSCCSC,"sulfuric,dairy"
CC1(C)[C@@H]2CC[C@]1(C)[C@H](C2)OCCO,"cedar,balsamic,resinous"
CCCCOC(=O)c1ccccc1C(=O)OCCCC,odorless
CC1CSCS1,"alliaceous,vegetable"
CC(C)(CCCC1=CCC(CC1)C=O)O,"lily,green,fruity,woody"
C=CC1(C)CCC(C(C)(C)OC(=O)C)O1,"fruity,woody"
CCC(C=CC=C(C)C)(O)C,"lily,fresh,citrus,rose"
CCOc1ccc(cc1OC)C(OCC)OCC,vanilla
C1CCC(CC1)CCCOC=O,"green,metallic,cinnamon"
CCC=CC=CC=O,"green,pungent,fruity"
C[C@@H]1CC(C)(C)[C@@H]2CC[C@@H](CC(=O)C)C[C@@H]12,"dry,resinous,tobacco,leaf"
CCSC,"sulfuric,vegetable,meat,metallic"
CC=CC(=O)CC,"metallic,ethereal"
C[C@@H]1CC[C@H]2[C@@H]1C1[C@@H](CC[C@]2(C)O)C1(C)C,"tropicalfruit,green,mint"
Cc1ccc(C=CC=O)cc1,cinnamon
Cc1ccc(CS)o1,"sulfuric,coffee"
Cc1nccnc1CCCC,"cacao,nut,coffee"
Cc1ccc(C)c(/C=C/C(=O)C)c1C,"floral,green"
CCOC(=O)C1CC2C=CC1C2,"melon,green,watery"
CC(C)CC(=O)Cc1ccccc1,"sweet,woody,fruity,spicy,burnt"
CCOC(=O)CCCCC(=O)OCC,"wine,fatty"
CCCCC(OC(=O)C)C,"apple,fermented"
CC1=CCC(CCOC(=O)C)C1(C)C,"rose,woody"
CC(C=CC1=C(C)CCCC1(C)C)O,"woody,fruity,floral"
c1ccc(cc1)CCOC(=O)c1ccccc1O,"balsamic,spicy,floral,hyacinth"
CC(Cc1scc(n1)C)C,"leaf,earthy,vegetable"
O=CCCc1ccc(cc1)C(C)C,"fresh,resinous,floral"
CCCCCCCC(=O)CCc1ccc(c(c1)OC)O,spicy
CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C)C2(C)C,"camphor,woody,sweet,citrus,waxy"
Cc1ccc(cc1)OC(=O)c1ccccc1O,"medicinal,phenolic,balsamic,floral"
C/C=C/1\CC2CC1C(C2)OC(C)C,"herbal,citrus,dry,woody,green,woody,animalic,rancid"
CSCC=O,"spicy,sulfuric,vegetable,alliaceous,nut,earthy"
C=CCC1(O)C(C)(C)CCCCC1(C)C,"earthy,musk,earthy,ambergris"
CCCCCCCCCCOS(=O)C,"fresh,fruity"
N#C/C=C(\CCc1ccccc1)/C,"fresh,citrus,balsamic"
CCCCCCCCCCCCCCCCCCCCC,oily
CC(C=CC(=O)C)C,"berry,herbal,green,cheese"
COC(COc1ccc(cc1)C)OC,"hyacinth,herbal"
CCCCC=CCCCC(=O)O,butter
C(C(=O)C(=O)O)O,"sour,spicy,vegetable"
CC(C)c1cnc(C)cn1,"green,coffee,nut,earthy"
CC(CC1N=C(C(S1)C)C)C,"leaf,roasted,vegetable,earthy"
C=C(C)[C@H]1CC[C@@H](C)[C@@H](C1)O,"woody,spicy"
CCC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,cedar
CC(C)C1CC2CC(C#N)C1C=C2C,"green,woody,fresh"
CCCCCCOC(=O)C(C)/C=C/C,tropicalfruit
CC1SCCS1,"alliaceous,smoky,gourmand,vegetable"
O[C@H]1C[C@H](O)C(=C)/C(=C/C=C/2\CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@H](C2CC2)O)C)C)/C1,"fruity,vanilla"
C/C(=C\CC)/C(=O)O,"sour,berry,cooked"
CC(C)CCCC(C)CC=O,"lemon,green,aldehydic"
N#CC1CC2C=C(C1CC2C(C)C)C,"fresh,green,herbal,spicy"
CC(OC(=O)c1ccccc1)C,"sweet,balsamic,fruity"
c1ccc(cc1)/C=C/C(=O)c1ccccc1,"floral,balsamic,herbal"
CC1(C)CCCC2C(=O)C3CCC12C3,"tropicalfruit,earthy,fresh,violetflower,woody"
CSSSC,"alliaceous,cooked,gourmand,meat,vegetable,fresh"
CC(COc1ccc2c(c1)cccc2)C,"berry,resinous,floral,orange"
OC/C=C(/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)\C,"balsamic,floral"
CC(=CC1OCC=C(C1)C)C,"fresh,rose,green,mint"
c1ccc(cc1)CCO,"bread,rose,fresh,honey"
CC(C)Cc1cccnc1,resinous
C/C(=C\C1OCCO1)/CCC=C(C)C,"herbal,lemon"
CC1[C@@H]2C[C@H](CC1C=O)C2(C)C,"aldehydic,resinous,coniferous,herbal"
COc1cc(cc(c1O)OC)C=O,"plastic,woody,green,grass,sweet"
C=CCCC(=O)C1=CCCC(C1)(C)C,"green,resinous,tropicalfruit,hyacinth"
CCON=O,"ethereal,sweet,liquor,fruity"
CCC1OCCC2(O1)CC(=CCC2C)C,"herbal,pungent,woody,earthy"
C=CC(=CCC1OC1(C)C)C,"lemon,lily"
CCCCOC(C)OCCCC,"rose,green"
CC(=O)c1ccccc1OC,"powdery,anisic,almond,phenolic"
O=C1C(=O)C2(C(C1CC2)(C)C)C,"camphor,coniferous"
CC1COC(O1)C(c1ccccc1)C,"floral,sweet,mushroom,ethereal,green"
CCOC(=O)C1OC1(C)c1ccc(cc1)C,"berry,resinous"
CC1=CCC(CC1)C(CC1CCCC1=O)C,"woody,balsamic"
O=C1c2c(cccc2C(=O)c2c1cccc2Nc1cccc2c1C(=O)c1ccccc1C2=O)Nc1cccc2c1C(=O)c1ccccc1C2=O,"balsamic,woody"
CCCCCCOC(CCCCC)OCCC(C)C,"sweet,green"
c1ccc(cc1)OCc1ccccc1,"phenolic,balsamic,floral"
CCCCCC(CCCC(=O)OCC1COC(C)(C)O1)O,lactonic
CCOC(=O)CSC,"sulfuric,green,tropicalfruit"
CC/C=C/CCC=O,"vegetable,dairy,herbal"
c1cc(C=O)oc1,"bread,caramellic,woody,phenolic"
CC(CCC=C(C)C)CCOC(=O)C(C)C,"waxy,citrus,green,tropicalfruit,rose"
C/C=C(/C(=O)OCCc1ccccc1)\C,"rose,herbal"
O=C1C2(C)CCC(C1(C)C)C2,"camphor,resinous"
CC1CCCC(C)(C)C1CCC(C)O,"violetflower,woody,leather"
CCCCC(CC)CO,"citrus,fresh,floral,oily,sweet"
CC(=CCCC(C)CCOC(=O)c1ccccc1)C,"herbal,rose,dry"
c1cc(ccc1/C=C/C(=O)O)O,balsamic
CCOC(CC)C,"fresh,ethereal,fruity"
CC(C)c1c(nccn1)OC,"green,earthy,cacao,nut"
C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)C)O,rose
CCC1CC(=O)C(=C1C)O,"sweet,fermented"
C/C/1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,"woody,spicy"
CCCCCC(=Cc1ccccc1)CO,"resinous,jasmin"
C1CCc2c(N1)cccc2,"seafood,floral,jasmin"
CCC[C@](C)(CCO)S,"grapefruit,tropicalfruit,blackcurrant,alliaceous"
CCCC(=N)O,nut
C1CC2CC1C1CCC(C=O)C21,"green,melon,aldehydic"
CCCCCC1CC(C)C(=O)O1,"fruity,coconut"
CC(CC(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C)CCC=C(C)C,"lemon,geranium"
CC(=O)CC(=O)c1ccccc1,"smoky,vanilla,balsamic,resinous,dry"
OCC(OC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C,mint
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OCC,"oily,fruity"
