Name,Gender,Frequency
आइतराम,1,282
सुभान,1,282
तीर्थ कुमारी,0,282
शनिचरी,0,282
सोनवा,0,282
विष्णु,1,282
मकबुल,1,282
जानुका,0,282
बद्री कुमार,1,281
हित कुमारी,0,281
नयन,1,281
गंगी माया,0,281
रेवती रमण,1,281
सदिक,1,281
जमाल,1,281
असगरी,0,281
कृष्णा प्रसाद,1,281
अन्त राम,1,281
मोमताज,1,281
सुवित्रा,0,281
संचिता,0,281
जोगमाया,0,281
माधब प्रसाद,1,281
अमिता देवी,0,281
राम लगन,1,281
बृज किशोर,1,281
लालबहादुर,1,281
सौरे,1,281
जस्मिन,0,281
गिरी बहादुर,1,281
बलभद्र,1,281
बुद्ध कुमार,1,281
धनेन्द्र,1,281
कारी,0,281
उपासना,0,280
जमुना माया,0,280
दिल मायाँ,0,280
रत्‍नमाया,0,280
सतार,1,280
बसन्ती,0,280
बुद्धिलाल,1,280
सेति,0,280
हुम माया,0,280
मिठे,1,280
थम माया,0,280
चन्द्रावती देवी,0,280
धन पति,1,280
झमक बहादुर,1,280
मान प्रसाद,1,280
मैरुन,0,280
ऋषि प्रसाद,1,280
रसिद,1,280
डिलसरी,0,279
डिलु,0,279
रामतोला देवी,0,279
शेर सिह,1,279
कलामुन,0,279
इश्‍वरी कुमारी,0,279
अंगुरी,0,279
माया,0,279
रमिला कुमारी,0,279
अनिश कुमार,1,279
युगल,1,279
विमल,1,279
विपना,0,279
मोति राम,1,279
हिउकला,0,279
शारधा,0,279
जैनब,0,278
तिरथ,1,278
लक्ष्मीदेवी,0,278
गुदर,1,278
सुसन,0,278
भाग नारायण,1,278
सन्‍त कुमारी,0,278
अरुना,0,278
विरमी,0,278
केशव राम,1,278
अस्मी,0,278
नरी,0,278
लाल चन्द्र,1,278
बाले,1,278
मणि राम,1,278
जिवन प्रसाद,1,278
जवाहर लाल,1,277
हरि देव,1,277
धोज बहादुर,1,277
उमा नाथ,1,277
लाल देवी,0,277
दर्गा,0,277
रन्‍जु,0,277
गंगिया,0,277
पुर्णी,0,277
अंजना,0,277
कमलेश प्रसाद,1,277
सुश्मा,0,277
हरिभक्त,1,277
राधा,0,277
कमली कुमारी,0,277
सनत कुमार,1,277
मिङमार,0,277
अनील,1,277
हंश बहादुर,1,277
कौशीला देवी,0,277
राजिन,1,277
संजीत कुमार,1,276
हिम प्रसाद,1,276
अरुण प्रसाद,1,276
चन्द्रा वती,0,276
जितराम,1,276
श्‍याम देवी,0,276
हरि,0,276
सुमन बहादुर,1,276
कुमारी,0,276
मुक्ति,1,276
तपेश्‍वर,1,276
रिउली,0,276
भुम कुमारी,0,276
शुभेच्छा,0,276
जीबन,1,276
मरछिया देवी,0,276
नेप्टी,0,276
आइत रानी,0,276
चेतराम,1,276
रमा,0,275
रवि प्रसाद,1,275
अरुन कुमार,1,275
प्रवीण,1,275
सुबिना,0,275
विस्नु माया,0,275
केशव कुमारी,0,275
अभिसेक,1,275
साजदा,0,275
प्रिया कुमारी,0,275
वामदेव,1,275
विश्‍वराज,1,275
सानो कान्छा,1,275
परमेश्‍वरी,0,275
हेमन्त राज,1,275
गृष्मा,0,275
रामचन्द्र प्रसाद,1,274
महेश सिंह,1,274
तिलिया,0,274
कुमारि,0,274
प्रेम कृष्ण,1,274
कल्धरी,0,274
सनमान,1,274
विमलेश,1,274
निस्मा,0,274
नरपती,1,274
भविश्वर,1,274
ईन्द्रा देवी,0,274
रमा देवि,0,274
पंच कुमारी,0,274
विसराम,1,274
कौशा देवी,0,274
धर्मेन्‍द्र,1,274
पार्वता देवी,0,273
प्रभु दयाल,1,273
हीरा कुमारी,0,273
उसा,0,273
हस्ता,0,273
झुपे,1,273
याम लाल,1,273
सोनाली,0,273
गिर्जा,0,273
शिव दत्त,1,273
बच्ची देवी,0,273
अमरिता,0,273
जीतेन्द्र,1,273
खुमकला,0,273
लखिन्द्र,1,273
फूलमति,0,272
मान,1,272
पपु कुमार,1,272
पिउली,0,272
सपना देवी,0,272
जय देव,1,272
मातृका,1,272
बिल्टु,1,272
जया कुमारी,0,272
पुन बहादुर,1,272
नजाम,1,272
आनन्दी,0,272
खुसिराम,1,272
रने,1,272
शोभाकान्त,1,272
तिल सरा,0,272
श्रीपति देवी,0,272
संगीता,0,272
तारा,0,272
बुधई,1,272
ताल बहादुर,1,271
शान्ति देवि,0,271
हस्त,1,271
भुनेश्‍वर,1,271
बुद्धी राम,1,271
शंभु,1,271
बिनोद बहादुर,1,271
ज्योती माया,0,271
प्रभु साह,1,271
ठुलि माया,0,271
सुर्जे,1,271
चन्द्रा देबी,0,271
ऋषिराज,1,271
औला,0,271
लाक्पा डोमा,0,271
मतिलाल,1,271
भुवान सिंह,1,271
अपिल,1,270
हिम माया,0,270
मुक्तिराम,1,270
मनिका कुमारी,0,270
सुरेन्द्र राय,1,270
जीव नाथ,1,270
सत्‍यनारायण,1,270
राम,1,270
रासो,0,270
सुशीला देवी,0,270
अमजद,1,270
बसिर,1,270
फुलवा देवी,0,270
ईश्वरा,0,270
कुसुमी,0,270
अधिक लाल,1,270
विद्या लक्ष्मी,0,270
रहाना,0,270
मान माया,0,270
अमिरुन,0,270
पिन्टु कुमार,1,269
मन्ना,0,269
तुलमाया,0,269
चिन्कु,1,269
राम ईश्वर,1,269
सावित्रा,0,269
मकसुद,1,269
बिक्रम कुमार,1,269
मोहन देव,1,269
सतन,1,269
राम जनम,1,269
कुमैर देवी,0,269
मनी,1,269
नुन बहादुर,1,269
त्रिवेणी,1,269
नैन सिं,1,269
रामविनय,1,269
ङेमा,1,269
अम्वीका देवी,0,269
होमराज,1,269
विराट,1,269
रतन,0,269
राजु थापा,1,268
महमुद,1,268
आसमाया,0,268
भवि,0,268
महेन्द्र,1,268
पृथ्वी राज,1,268
इन्द्र कली,0,268
ऋषी राम,1,268
विरबल,1,268
लिली,0,268
तुल्छा,0,268
आर्जु,0,268
बन्हु,1,268
अनित,1,268
मनी सरा,0,268
कोइली देवी,0,268
रजाक,1,268
रुवी देवी,0,268
राधादेवी,0,268
दाल कुमारी,0,268
सोमिन्त्रा,0,268
जय सिह,1,268
गंगा,0,268
चेली,0,268
बुद्धि वहादुर,1,267
डिल प्रसाद,1,267
पशुपती कुमारी,0,267
रामलोचन,1,267
प्रकाश थापा,1,267
नुर,1,267
गम वहादुर,1,267
अम्मरे,1,267
अयोध्या प्रसाद,1,267
वासु,1,267
सुकु राम,1,267
रतिया,0,267
लाल महमद,1,267
सिर बहादुर,1,267
तिलक,1,267
सुरेश राज,1,267
गोम बहादुर,1,267
राम पति,0,266
यामकला,0,266
हेम चन्द्र,1,266
थम कुमारी,0,266
आइत राज,1,266
परदेशी,1,266
टीका प्रसाद,1,266
हिमानी,0,266
ठुलो कान्छा,1,266
संजिला कुमारी,0,266
नुर आलम,1,266
भैर बहादुर,1,266
गुडु,1,266
सन्च बहादुर,1,266
सिर कुमारी,0,266
सम्सेर,1,266
रोविन,1,266
तर्क राज,1,266
देउ वहादुर,1,266
खुस्बु,0,265
रन्‍जना,0,265
दुखी लाल,1,265
नरविर,1,265
होम नारायण,1,265
हैदर,1,265
रधुनाथ,1,265
सुक मायाँ,0,265
कमरुन निसा,0,265
वीना,0,265
ढक माया,0,265
हरिश्चन्द्र,1,265
सुसिल कुमार,1,265
श्यामकली,0,265
राजेन्द्र सिह,1,265
जीवन,1,265
निना,0,265
रचना कुमारी,0,265
बली,0,265
हिमा देवि,0,265
रानी माया,0,264
रामसती,0,264
पदममाया,0,264
विर्ख,1,264
वैधनाथ,1,264
सान्ती देवी,0,264
रमिता,0,264
फुल रानी,0,264
शिव सागर,1,264
महेश साह,1,264
बासमति,0,264
इसरा देवी,0,264
कर्ण कुमार,1,264
रोमा देवी,0,264
डील कुमारी,0,264
जुठी माया,0,264
चिरी माया,0,264
विष्ना देवी,0,264
कृष्‍ण मान,1,264
विउरा,0,264
सुकु लाल,1,264
डम्मर वहादुर,1,264
सुलोचना देवी,0,264
चन्द्रीका देवी,0,264
खगी माया,0,263
रामरतन,1,263
राजेन्द्र वहादुर,1,263
किसनी,0,263
सकुन्ती,0,263
शसिराम,1,263
बसन्धरी,0,263
सुविन्द्र,1,263
फूर्वा,1,263
विकल्प,1,263
भागीरथी,1,263
अखिलेश कुमार,1,263
देव नाथ,1,263
पवि सरा,0,263
खटर,1,263
अलि हुसेन,1,263
देव लक्ष्मी,0,263
इश्वर कुमार,1,263
विनु माया,0,263
ढाका कुमारी,0,263
कोष बहादुर,1,263
रघुनन्दन,1,263
हरि गोपाल,1,263
चन्दन प्रसाद,1,262
मेख राज,1,262
नकली,0,262
हिरा मान,1,262
उदय वहादुर,1,262
गोमा देबी,0,262
रंजन,1,262
राकेश,1,262
खगेश्वरी,0,262
तुलछी देवी,0,262
चन्द्रकला,0,262
रेशम कुमार,1,262
नरहरि,1,262
श्यामा,0,262
कमलावती देवी,0,262
मनिक लाल,1,262
डवल बहादुर,1,262
शारदा देबी,0,262
शशिराम,1,262
पूजा कुमारी,0,262
सुजान,0,262
सोगरा,0,262
वाल कृष्‍ण,1,262
रामराजी देवी,0,261
दुःखी,1,261
राज देवी,0,261
नानी राम,1,261
कपिल प्रसाद,1,261
दुर माया,0,261
नविन प्रसाद,1,261
रितिक,1,261
लिला देबी,0,261
मदीना,0,261
सन्दिपा,0,261
माइती,0,261
सन्‍ध्‍या,0,261
भारती देवी,0,261
शिवशंकर प्रसाद,1,261
नगमा,0,261
जानकी देवि,0,261
एकेन्द्र बहादुर,1,261
अलका,0,261
भारती कुमारी,0,261
राम रति,0,261
चैते,1,261
मोहन देवी,0,261
पुण्य राम,1,260
सार्की मान,1,260
कृष्णलाल,1,260
मनि कला,0,260
सकुन,0,260
विधानन्द,1,260
दुलरिया,0,260
विश्‍व राम,1,260
खगेश्‍वरी,0,260
गुलाव,0,260
कृष्णा बहादुर,1,260
द्रुपती,0,260
असगर अली,1,260
फत्ते बहादुर,1,260
किट्टी,0,260
भरथरी,1,260
संजना,0,260
सोना लाल,1,260
विष्णु,1,260
मति,0,260
तुलसा देवि,0,260
सल्मा,0,260
कैलाशी,0,260
सान बहादुर,1,259
रंजीता,0,259
माधुरी कुमारी,0,259
मति माया,0,259
शोभा लक्ष्मी,0,259
शिवम,1,259
उमेश राज,1,259
कुन्‍ती,0,259
दिन नाथ,1,259
बुद्धीमान,1,259
जया देवी,0,259
संजोगिया,0,259
कृष्ण हरी,1,259
धनमति,0,259
रुपमाया,0,259
ढक कुमारी,0,259
विस्नी,0,259
किरन देवी,0,259
पुतली कुमारी,0,259
बबीता,0,259
कौशी देवी,0,259
गंगाजली,0,259
भागवती,0,259
परिमल,1,259
मधु प्रसाद,1,259
अमर राज,1,259
चिरन,1,259
राजेन्‍द्र कुमार,1,259
पुर्ण कली,0,258
भागमती,0,258
सुनी,0,258
राम सुमारी,0,258
शन्त माया,0,258
भैरव प्रसाद,1,258
कारो,0,258
सञ्जिता,0,258
झवरी देवी,0,258
थिर कुमारी,0,258
राममणी,1,258
सीमा देवी,0,258
बिर सिंह,1,258
उज्याली,0,258
छठीया,0,258
नामसरा देवी,0,258
फुर्वा,0,258
राम जी,1,258
किरण प्रसाद,1,258
बन्धु,1,258
पोडे,1,258
सीता देबी,0,258
ईश्‍वर कुमार,1,258
राम अवध,1,258
चैती देवी,0,258
कौसीला,0,258
रोजित,1,258
गोपि,1,258
राम लौटन,1,258
निर्माला कुमारी,0,258
झुसे,1,257
मुर्ति देवी,0,257
शंख बहादुर,1,257
अबिनाश,1,257
रोजिया,0,257
कृष्ण सिह,1,257
काइला,1,257
पन्ना लाल,1,257
कमरुल,0,257
प्रकाश मान,1,257
लगनी देवी,0,257
जाकिर हुसेन,1,257
राम चरन,1,257
लिला कुमार,1,257
रामकला देवी,0,257
जीवलाल,1,257
मनपुरा,0,257
भद्र वहादुर,1,257
जगरानी,0,257
युगल किशोर,1,257
तीर्थ राज,1,257
भैरब बहादुर,1,257
श्रुति,0,257
शशी,1,257
बिभा कुमारी,0,257
रामेश्वरी,0,257
चनर देवी,0,256
हेमन्ती देवी,0,256
संकर,1,256
महेन्‍द्र प्रसाद,1,256
जोती,0,256
गम्भिर,1,256
सुरसती देवी,0,256
रुप,1,256
खुम राज,1,256
चरी,0,256
बसन्ता कुमारी,0,256
मनुका,0,256
सुकरानी,0,256
गुरु दयाल,1,256
भवि लाल,1,256
रुस्तम,1,256
छवि,1,256
दली,1,256
प्रेम शंकर,1,256
तेज मान,1,256
नारायण सिं,1,256
दिला देवी,0,256
आदित्य कुमार,1,256
चोला कुमारी,0,256
पानमती देवी,0,256
जुमराती,1,256
भुल्ली देवी,0,256
आशिश,1,256
तोर्ण बहादुर,1,255
मनोहर कुमार,1,255
सवित्री देवी,0,255
जित,1,255
कुसल,1,255
तेजु,1,255
गंगा सागर,1,255
पुस्कल,1,255
सद्दाम,1,255
नन्‍दलाल,1,255
पार्वती माया,0,255
सीतादेवी,0,255
गोपिलाल,1,255
चौठी,1,255
संजीत,1,255
रत्‍ना कुमारी,0,255
जय शंकर,1,255
उमा माया,0,255
सन्जीत,1,255
भीमसेन,1,254
किसमतिया,0,254
चुरामणि,1,254
रामस्वरुप,1,254
असगर,1,254
भक्ती प्रसाद,1,254
ज्ञान्ती,0,254
तसलिमा,0,254
राम चरित्र,1,254
अनुरागी देवी,0,254
सुनसरी,0,254
निरंजन कुमार,1,254
सितारा,0,254
बुधु,1,254
पवन,1,254
आस वहादुर,1,254
सन्तोली,0,254
कृष्णी कुमारी,0,254
भोली देवी,0,254
यदु कुमारी,0,254
झिमा,0,254
मन लाल,1,254
रेवत,1,253
दिल सरा,0,253
यादव बहादुर,1,253
रामजीत,1,253
उद्धब,1,253
नारायण भक्त,1,253
खन्टे,1,253
सगिर,1,253
रिन्जी,1,253
यानी माया,0,253
गोपाल सिं,1,253
पदमा देबी,0,253
भोज माया,0,253
रमावती देवी,0,253
झलक प्रसाद,1,253
रविना,0,253
इन्द्रे,1,253
ठग्गु,1,253
चाउरे,1,252
भद्र कला,0,252
लोकेन्द्र वहादुर,1,252
श्री किसुन,1,252
फूलो,0,252
हेम,1,252
पाल्देन,1,252
गान्धी,0,252
जुगेश्वर,1,252
सलोनी,0,252
दुध बहादुर,1,252
धनश्‍याम,1,252
लिला वति,0,252
ल्हाक्पा,1,252
स्याम बहादुर,1,252
मुनु,0,252
सवरुन,0,252
नवल सिंह,1,252
एलीना,0,252
सुन्तला देवी,0,252
कृष्टिना,0,252
बाल बहादुर,1,252
विनु कुमारी,0,252
कलिया,0,252
साङगे,1,252
लीलावती,0,252
चन्द्रा देवि,0,252
स‌ंगीता,0,252
नजबुन,0,252
खगेन्द्र,1,252
असौजी,0,251
विजु,0,251
हरदेव,1,251
सरस्वती माया,0,251
सुरेश महतो,1,251
हुम प्रसाद,1,251
खेमा,0,251
सलामत,1,251
सदरुन,0,251
मनी कुमारी,0,251
अम्बा दत्त,1,251
विरेन्द्र सिंह,1,251
उमा,0,251
मजिद,1,251
विष्णु कला,0,251
विना माया,0,251
जसोधा,0,251
कपिल कुमार,1,251
इन्द्रलाल,1,251
गगन वहादुर,1,251
तनुक लाल,1,251
अलिशा,0,251
कपुर देवी,0,251
बासुदेब,1,251
युनिसा,0,251
हरी शरण,1,251
रामरति देवी,0,251
सेवक,1,251
योगिता,0,250
देउ कला,0,250
सुर्यमान,1,250
करुण,1,250
मथुरा,1,250
बाल मुकुन्द,1,250
राम सरी,0,250
भूपेन्द्र,1,250
संजिब कुमार,1,250
प्रमिसा,0,250
सुखली देवी,0,250
बेद प्रकाश,1,250
दिपिका कुमारी,0,250
गुनाखर,1,250
प्रकाश प्रसाद,1,250
विमलेश कुमार,1,250
चन्‍दा,0,250
दिपकला,0,250
धुर्व बहादुर,1,250
खल बहादुर,1,250
लक्की,0,250
मानती देवी,0,250
शिसिर,1,250
जयमती देवी,0,250
उपेन्द्र राय,1,250
निशु,0,249
सहना,0,249
मोहन साह,1,249
अख्तर,1,249
सरन,1,249
हुसेनी,1,249
भुखली,0,249
विजली देवी,0,249
रोइनी,0,249
जीवन प्रसाद,1,249
इन्दीरा देवी,0,249
असलानी देवी,0,249
जनक राम,1,249
एन्जीला,0,249
सोशिला,0,249
देव चन्द्र,1,249
ललन प्रसाद,1,249
बुद्धु,1,249
कुशमा देवी,0,249
कुविजा,0,249
सनमाया,0,249
मेहर मान,1,249
ललित कुमारी,0,249
नन्दा,1,249
राम कलि,0,248
रुपा,0,248
थुमा,0,248
जनुका,0,248
शसिकला,0,248
राजा बाबु,1,248
निरमा,0,248
पुर्ण देवी,0,248
दुखराम,1,248
निराजन कुमार,1,248
टिकी सरा,0,248
डम्‍वर बहादुर,1,248
धनबहादुर,1,248
मधु कुमार,1,248
जोगेन्‍द्र,1,248
विस्नु कुमारी,0,248
जयन्‍ती,0,248
युनिशा,0,248
सुस्मा,0,248
हरिस,1,248
भरत साह,1,248
जनक,1,247
टंकी,0,247
सतेन्द्र,1,247
यानी सरा,0,247
केशरा,0,247
केशर माया,0,247
अकली देवी,0,247
मनोरमा देवी,0,247
अनन्त कुमार,1,247
नरजित,1,247
विजया लक्ष्मी,0,247
सुराती,0,247
सुनयना,0,247
इनरदेव,1,247
विद्या कुमारी,0,247
चिन्तामणि,1,247
सेरे,1,247
ककुलती देवी,0,247
कविता,0,247
विर सिं,1,247
उदय राम,1,247
हिरा कुमार,1,247
हरि सिह,1,246
शोभाकर,1,246
खिमसरा,0,246
रुक्मणी,0,246
सोनालाल प्रसाद,1,246
मनि कुमारी,0,246
रोशन प्रसाद,1,246
दामा,0,246
सुरजी देवी,0,246
मनिता देवी,0,246
अश्विन,1,246
टेकमाया,0,246
आनन्द कुमारी,0,246
अनुज कुमार,1,246
रहिस,1,246
लवरी,0,246
सिसम,0,246
ठग माया,0,246
शशी कुमार,1,246
लक्ष्मी राना,0,246
रुवि कुमारी,0,246
खडग वहादुर,1,246
शुशीला देवी,0,246
टेक मान,1,246
आइसा,0,246
रघुवीर,1,245
डिली,0,245
अहमद हुसेन,1,245
इमान,1,245
जोग नारायण,1,245
लोकेन्द्र कुमार,1,245
रियाज अहमद,1,245
भुपराज,1,245
महेन्द्र सिंह,1,245
देव राम,1,245
रामपरि देवी,0,245
रामनन्दन,1,245
देबराज,1,245
शारदा प्रसाद,1,245
पार्भती,0,245
सलामुन,0,245
मतिसरा,0,245
रुकमणि,0,245
जनम,1,245
मदन सिह,1,245
जीवछी देवी,0,245
मुनिया देवी,0,245
नाजनी,0,245
विसन,1,245
अनार,0,244
नरमति,0,244
श्यामु,1,244
दिपनारायण,1,244
गोविन्दा,1,244
श्यामसुन्दर,1,244
शंकर वहादुर,1,244
जगु,0,244
दिपेन्द्र सिंह,1,244
सन्तोष थापा,1,244
तिला माया,0,244
बुध रानी,0,244
राम प्रवोध,1,244
सीता,0,244
आभाष,1,244
अनन्त राज,1,244
राम प्रमोद,1,244
डमर बहादुर,1,244
अमोद,1,244
बसमतिया,0,244
उपमा,0,244
लालमति देवी,0,244
दिनेश राय,1,244
अरबिन्द,1,244
रुपन,1,244
नमा,0,244
सुवेदा,0,244
दिननाथ,1,243
कैलसिया,0,243
नानी बाबु,1,243
भगिया देवी,0,243
तुलशा,0,243
राती,0,243
अनोज कुमार,1,243
सतिस कुमार,1,243
वुद्धि प्रसाद,1,243
मनवीर,1,243
जितेन्द्र साह,1,243
जिवा,0,243
रेशम प्रसाद,1,243
राम वालक,1,243
शिवमाया,0,243
कलौटी,0,243
आसमान,1,243
विसुनदेव,1,243
नन्दा देबी,0,243
भुपेश,1,243
सन्सरी,0,243
पूर्ण सिं,1,243
जंगली,1,243
रेसमा,0,243
शकुन्‍तला,0,243
बुद्धे,1,243
अभिमन्यु,1,243
पिपला,0,243
सुरेन्द्र सिह,1,243
तुलसा,0,243
दिलकुमारी,0,243
सुभावती देवी,0,243
राजेन्द्र महतो,1,242
नइम,1,242
हसन,1,242
टहल बहादुर,1,242
दिल,1,242
लिलामणी,1,242
अर्चना देवी,0,242
जुमनी,0,242
बृज लाल,1,242
कलिया देवी,0,242
जयन्ति,0,242
हरी देवी,0,242
रनिता,0,242
प्यारी माया,0,242
बागमती,0,242
नन्दाराम,1,242
राजु साह,1,242
गम्भीर,1,242
तीर्थ माया,0,242
जुरेली,0,242
पवि देवी,0,242
गोपि लाल,1,242
श्याम काजी,1,242
डोर कुमारी,0,242
दलु,1,242
खेहरु,1,242
लालमुनी देवी,0,242
भागो देवी,0,242
सुनिता देबी,0,242
कैलाश प्रसाद,1,241
बच्चु राम,1,241
दिप लाल,1,241
शेष राज,1,241
मिथुन कुमार,1,241
रुमा देवी,0,241
देबी प्रसाद,1,241
तुफानी,1,241
छमी,0,241
विपत राम,1,241
विष्ना,0,241
शुक्र,1,241
रेवती,1,241
पिङ्की,0,241
हिकमत,1,241
चन्‍दन कुमार,1,241
जलेश्‍वर,1,241
मुगा देवी,0,241
समुन्द्र,1,241
सपना,0,241
छविकला,0,241
रामप्रित,1,241
लक्ष्मि प्रसाद,1,241
गोठी,0,241
बचिया देवी,0,241
मुकेश,1,241
भाष्कर,1,241
शरण बहादुर,1,241
तेजिन्द्र,1,241
पंची देवी,0,241
बिस्ना देबी,0,241
शम्भु लाल,1,241
ऐत माया,0,240
काइली माया,0,240
सम्जना,0,240
छलिमाया,0,240
रामेश्वर प्रसाद,1,240
इन्‍दु देवी,0,240
मिनाक्षी,0,240
शिव मंगल,1,240
चाउली,0,240
उदय प्रसाद,1,240
हेरा काजी,1,240
रामबालक,1,240
डुक बहादुर,1,240
बल देव,1,240
निसार अहमद,1,240
थल कुमारी,0,240
नानीमाया,0,240
उदिप,1,240
बुद्धीराम,1,240
नुर मोहम्मद,1,240
सौजन,1,240
राजेस,1,240
पूर्ण लाल,1,239
शेखर कुमार,1,239
सन्जा,0,239
ईन्‍द्र बहादुर,1,239
कुलदीप,1,239
धना देवि,0,239
कलसिया देवी,0,239
आभा,0,239
जस कुमारी,0,239
संग्राम,1,239
विरेन्‍द्र प्रसाद,1,239
राजकुमार साह,1,239
विपीन,1,239
अबिशेक,1,239
नविन राज,1,239
आश कुमारी,0,239
कुसमा देवी,0,239
भाने,1,239
हरि किशोर,1,239
जसोधा देवी,0,239
चना,0,239
यानु माया,0,239
रामऔतार,1,238
अतवारी,1,238
इन्‍द्र प्रसाद,1,238
मेख वहादुर,1,238
सुमन प्रसाद,1,238
चन्दु,1,238
लक्ष्मी भक्त,1,238
प्रिति कुमारी,0,238
चतुरमान,1,238
मुवारक,1,238
निम कला,0,238
यामलाल,1,238
कल्यान,1,238
अमृत मान,1,238
उमेश राय,1,238
रत्‍न काजी,1,238
गुमान,1,238
शालीग्राम,1,238
जेनिस,1,238
चेत कुमार,1,238
कुसुमा,0,238
जुन बहादुर,1,238
मैती माया,0,238
हसना,0,238
ईश्‍वरा,0,238
एकलास देवी,0,238
तिलचन,1,238
तिलोचन,1,238
खुशी,0,238
पशुराम,1,238
गुड्डु,1,238
चन्द्रशेखर,1,238
रुद्र लाल,1,238
सुर्य नाथ,1,238
जगीया,0,238
रामवती कुमारी,0,238
खैरुन निसा,0,237
गुडिया कुमारी,0,237
दुधा,0,237
नयाँ,1,237
मन्‍दिरा,0,237
रमादेवी,0,237
चन्दे,1,237
सानु मायाँ,0,237
अभिनास,1,237
देवान,1,237
जोखी,0,237
श्री देव,1,237
लक्ष्मी वि,0,237
सन्नी,1,237
राजनारायण,1,237
कालीराम,1,237
शेष कान्त,1,237
राम सुफल,1,237
शसिला,0,237
मन्नी,0,237
मन रानी,0,237
राम शोभा,0,237
बिज्ञान,1,237
मिसन,1,237
चतुर,1,237
हिम राज,1,237
हरिहर प्रसाद,1,236
जगराम,1,236
नाथु प्रसाद,1,236
रमेश राम,1,236
बाल माया,0,236
ठुली मैया,0,236
बजारु,1,236
पियारी,0,236
बरसाती,1,236
माधवी देवी,0,236
अफताब,1,236
तपेश्वर,1,236
पिमा कुमारी,0,236
पुर्ण मान,1,236
ढुण्डीराज,1,236
बासो देवी,0,236
शुक वहादुर,1,236
हरि ओम,1,236
साजिदा,0,236
तुलसी,0,235
भुलुर देवी,0,235
निरु माया,0,235
गिरी,1,235
चना देवी,0,235
देवु देवी,0,235
केसर बहादुर,1,235
भिषण,1,235
बसन्त,1,235
रुबि,0,235
दिलिप सिंह,1,235
विर,1,235
काईली,0,235
मन्दरा,0,235
महेश लाल,1,235
चन्द्री देवी,0,235
महामती देवी,0,235
बसना,0,235
नन्द देवी,0,235
भिखन,1,235
कामनी,0,235
गायत्रा देवी,0,235
रामा शंकर,1,235
जर्मा,0,235
अमरेश,1,235
लोकेन्द्र प्रसाद,1,234
नमी,0,234
रन्जिता कुमारी,0,234
भैरे,1,234
वृज लाल,1,234
चुना कुमारी,0,234
खतिजा,0,234
नाथु राम,1,234
झिमा देवी,0,234
मेन कुमारी,0,234
सुकराज,1,234
विष्णु देवि,0,234
माधव बहादुर,1,234
प्रयाग राज,1,234
शम्सेर बहादुर,1,234
विबेक,1,234
चित्र,1,234
हस्तकला,0,234
सिङ्ग बहादुर,1,234
खड्ग नारायण,1,234
पविता देवी,0,234
रणमाया,0,234
कौसी,0,234
दुर्गा,0,234
रंग,1,234
परि माया,0,234
बिस्ना कुमारी,0,233
निलु कुमारी,0,233
कमिनी,0,233
शुरेश कुमार,1,233
साकरुन,0,233
भुवन,1,233
सहिना,0,233
तारा वती,0,233
आईत माया,0,233
देब नारायण,1,233
नन्द सिंह,1,233
शुभद्रा देवी,0,233
कासी,1,233
जमुना प्रसाद,1,233
वुद्धि राम,1,233
मिनु माया,0,233
समिन,1,233
दीप नारायण,1,233
आइते,1,233
रुप कला,0,233
रिणा देवी,0,232
ईन्द्रा कुमारी,0,232
धौली देबी,0,232
राम सती,0,232
रामकेश,1,232
पबित्रा देवी,0,232
जसी,0,232
होमा,0,232
खेमा देवी,0,232
गोरी देवी,0,232
मन्जित,1,232
डाक बहादुर,1,232
नौसरी,0,232
इश्‍वर कुमार,1,232
नित्यानन्द,1,232
सनी माया,0,232
श्‍याम किशोर,1,232
राज कली,0,232
फुलमति देवी,0,232
अमलेश कुमार,1,232
कुमार सिंह,1,232
चन्द्र मणि,1,232
मुसी,0,232
पुष्‍कर,1,232
खिउरी,0,232
सनिचरी,0,232
लल्ता,0,232
नन्दराज,1,232
कमला,0,231
अमिरुन निसा,0,231
लुक बहादुर,1,231
रामदेव साह,1,231
नर नाथ,1,231
जोगेन्द्र प्रसाद,1,231
दावा,1,231
ईश्वरी कुमारी,0,231
लक्षीराम,1,231
रती,1,231
राज किसोर,1,231
अब्दुल रहिम,1,231
अप्सरा कुमारी,0,231
केदार कुमार,1,231
डिल्लीमाया,0,231
सौनी,0,231
हरिकला देवी,0,231
जिबछी देवी,0,231
महेन्द्र वहादुर,1,231
रेनुका,0,231
कलावती देबी,0,231
प्रदिप राज,1,231
सदिना,0,231
सुना कुमारी,0,230
देवकि,0,230
तील माया,0,230
शर्मा,0,230
फगुनी,1,230
मनिता,0,230
मनिषा,0,230
ललित मान,1,230
चिना माया,0,230
रुपनी देवी,0,230
सुरुज,1,230
वीणा,0,230
प्रकाश सिह,1,230
मंगली कुमारी,0,230
कमरुदिन,1,230
गंगोत्री,0,230
देब,1,230
धर्मलाल,1,230
डल्ली कुमारी,0,230
चन्द्रभान,1,230
धर्मा नन्द,1,230
खग राज,1,230
शुभ राज,1,230
ईन्दु कुमारी,0,230
लक्ष्मि माया,0,230
बिकाश कुमार,1,230
पंची,0,230
जनकी,0,230
रत्न देवी,0,230
राधा माया,0,229
सकली देवी,0,229
नरेश साह,1,229
कृष्ण नन्दन,1,229
भद्री माया,0,229
डबले,1,229
सजन कुमार,1,229
सँगिता,0,229
राम वेलास,1,229
